Designator,Mid X,Mid Y,Layer,Rotation
B1, 4.74,76.64,Bottom,0.0
C1, 7.61,56.01,Bottom,90.0
C3, 3.30, 5.78,Bottom,270.0
C4, 4.76,100.65,Bottom,0.0
C5, 4.64,106.22,Bottom,180.0
C6, 4.78,60.36,Bottom,0.0
D1, 1.59,58.43,Bottom,90.0
Q1, 4.76,56.01,Bottom,180.0
R1, 7.09,58.70,Bottom,180.0
R4, 4.78,46.76,Bottom,90.0
R5, 6.86,46.76,Bottom,90.0
R9, 4.78,29.01,Bottom,90.0
R14, 5.59, 3.37,Bottom,0.0
TRIM1, 7.25,51.64,Bottom,0.0
TRIM2, 2.03,52.16,Bottom,180.0
U1, 4.76,64.01,Bottom,270.0
